At time 0, Job 1 arrives.
At time 8841, Job 61344 arrives.
At time 8841, Job 61350 arrives.
At time 8841, Job 61363 arrives.
At time 8841, Job 61376 arrives.
At time 8842, Job 61251 arrives.
At time 8842, Job 61261 arrives.
At time 8842, Job 61264 arrives.
At time 8842, Job 61265 arrives.
At time 8842, Job 61277 arrives.
At time 8842, Job 61283 arrives.
At time 8842, Job 61288 arrives.
At time 8842, Job 61319 arrives.
At time 8842, Job 61326 arrives.
At time 8842, Job 61335 arrives.
At time 8842, Job 61340 arrives.
At time 8842, Job 61341 arrives.
At time 8842, Job 61346 arrives.
At time 8842, Job 61354 arrives.
At time 8842, Job 61357 arrives.
At time 8842, Job 61371 arrives.
At time 8842, Job 61380 arrives.
At time 8842, Job 61389 arrives.
At time 8843, Job 61303 arrives.
At time 8843, Job 61315 arrives.
At time 8843, Job 61327 arrives.
At time 8843, Job 61331 arrives.
At time 8843, Job 61342 arrives.
At time 8843, Job 61372 arrives.
At time 8843, Job 61386 arrives.
At time 8843, Job 61388 arrives.
At time 8843, Job 61404 arrives.
At time 8843, Job 61405 arrives.
At time 8844, Job 61293 arrives.
At time 8844, Job 61304 arrives.
At time 8844, Job 61311 arrives.
At time 8844, Job 61320 arrives.
At time 8844, Job 61333 arrives.
At time 8844, Job 61355 arrives.
At time 8844, Job 61362 arrives.
At time 8844, Job 61367 arrives.
At time 8844, Job 61384 arrives.
At time 8844, Job 61394 arrives.
At time 8844, Job 61411 arrives.
At time 8844, Job 61412 arrives.
At time 8844, Job 61420 arrives.
At time 8844, Job 61423 arrives.
At time 8845, Job 61287 arrives.
At time 8845, Job 61297 arrives.
At time 8845, Job 61307 arrives.
At time 8845, Job 61309 arrives.
At time 8845, Job 61345 arrives.
At time 8845, Job 61351 arrives.
At time 8845, Job 61353 arrives.
At time 8845, Job 61364 arrives.
At time 8845, Job 61383 arrives.
At time 8845, Job 61403 arrives.
At time 8845, Job 61414 arrives.
At time 8845, Job 61417 arrives.
At time 8845, Job 61426 arrives.
At time 8845, Job 61429 arrives.
At time 8846, Job 61302 arrives.
At time 8846, Job 61306 arrives.
At time 8846, Job 61310 arrives.
At time 8846, Job 61318 arrives.
At time 8846, Job 61323 arrives.
At time 8846, Job 61324 arrives.
At time 8846, Job 61328 arrives.
At time 8846, Job 61370 arrives.
At time 8846, Job 61375 arrives.
At time 8846, Job 61396 arrives.
At time 8846, Job 61439 arrives.
At time 8846, Job 61449 arrives.
At time 8847, Job 61305 arrives.
At time 8847, Job 61308 arrives.
At time 8847, Job 61313 arrives.
At time 8847, Job 61356 arrives.
At time 8847, Job 61358 arrives.
At time 8847, Job 61365 arrives.
At time 8847, Job 61381 arrives.
At time 8847, Job 61395 arrives.
At time 8847, Job 61399 arrives.
At time 8847, Job 61408 arrives.
At time 8847, Job 61409 arrives.
At time 8847, Job 61431 arrives.
At time 8847, Job 61441 arrives.
At time 8847, Job 557 finishes at CPU.
At time 8847, Job 61461 arrives.
At time 8848, Job 61314 arrives.
At time 8848, Job 61322 arrives.
At time 8848, Job 61325 arrives.
At time 8848, Job 61332 arrives.
At time 8848, Job 61337 arrives.
At time 8848, Job 61338 arrives.
At time 8848, Job 61339 arrives.
At time 8848, Job 61343 arrives.
At time 8848, Job 61369 arrives.
At time 8848, Job 61382 arrives.
At time 8848, Job 61390 arrives.
At time 8848, Job 61392 arrives.
At time 8848, Job 61406 arrives.
At time 8848, Job 61421 arrives.
At time 8848, Job 61425 arrives.
At time 8848, Job 61432 arrives.
At time 8848, Job 61452 arrives.
At time 8849, Job 61329 arrives.
At time 8849, Job 61334 arrives.
At time 8849, Job 61336 arrives.
At time 8849, Job 61360 arrives.
At time 8849, Job 61366 arrives.
At time 8849, Job 61373 arrives.
At time 8849, Job 61378 arrives.
At time 8849, Job 61379 arrives.
At time 8849, Job 61398 arrives.
At time 8849, Job 61413 arrives.
At time 8849, Job 61427 arrives.
At time 8849, Job 61437 arrives.
At time 8849, Job 61445 arrives.
At time 8849, Job 61450 arrives.
At time 8849, Job 61458 arrives.
At time 8849, Job 61476 arrives.
At time 8850, Job 61347 arrives.
At time 8850, Job 61348 arrives.
At time 8850, Job 61349 arrives.
At time 8850, Job 61377 arrives.
At time 8850, Job 61393 arrives.
At time 8850, Job 61416 arrives.
At time 8850, Job 61435 arrives.
At time 8850, Job 61466 arrives.
At time 8850, Job 61471 arrives.
At time 8850, Job 61474 arrives.
At time 8850, Job 61480 arrives.
At time 8850, Job 61486 arrives.
At time 8850, Job 61487 arrives.
At time 8850, Job 61492 arrives.
At time 8850, Job 61502 arrives.
At time 8851, Job 61361 arrives.
At time 8851, Job 61368 arrives.
At time 8851, Job 61374 arrives.
At time 8851, Job 61385 arrives.
At time 8851, Job 61391 arrives.
At time 8851, Job 61400 arrives.
At time 8851, Job 61401 arrives.
At time 8851, Job 61419 arrives.
At time 8851, Job 61428 arrives.
At time 8851, Job 61433 arrives.
At time 8851, Job 61453 arrives.
At time 8851, Job 61455 arrives.
At time 8851, Job 61497 arrives.
At time 8851, Job 61506 arrives.
At time 8851, Job 61508 arrives.
At time 8852, Job 61387 arrives.
At time 8852, Job 61397 arrives.
At time 8852, Job 61402 arrives.
At time 8852, Job 61410 arrives.
At time 8852, Job 61418 arrives.
At time 8852, Job 61430 arrives.
At time 8852, Job 61436 arrives.
At time 8852, Job 61456 arrives.
At time 8852, Job 61465 arrives.
At time 8852, Job 61485 arrives.
At time 8852, Job 61488 arrives.
At time 8853, Job 61424 arrives.
At time 8853, Job 61463 arrives.
At time 8853, Job 61467 arrives.
At time 8853, Job 61472 arrives.
At time 8853, Job 61503 arrives.
At time 8853, Job 61514 arrives.
At time 8853, Job 61522 arrives.
At time 8853, Job 61528 arrives.
At time 8854, Job 61407 arrives.
At time 8854, Job 61415 arrives.
At time 8854, Job 61422 arrives.
At time 8854, Job 61434 arrives.
At time 8854, Job 61438 arrives.
At time 8854, Job 61442 arrives.
At time 8854, Job 61443 arrives.
At time 8854, Job 61460 arrives.
At time 8854, Job 61470 arrives.
At time 8854, Job 61478 arrives.
At time 8854, Job 61483 arrives.
At time 8854, Job 61489 arrives.
At time 8854, Job 61491 arrives.
At time 8854, Job 61496 arrives.
At time 8854, Job 61504 arrives.
At time 8854, Job 61518 arrives.
At time 8854, Job 61521 arrives.
At time 8854, Job 61550 arrives.
At time 8854, Job 61555 arrives.
At time 8855, Job 61440 arrives.
At time 8855, Job 61447 arrives.
At time 8855, Job 61459 arrives.
At time 8855, Job 61464 arrives.
At time 8855, Job 61475 arrives.
At time 8855, Job 61490 arrives.
At time 8855, Job 61510 arrives.
At time 8855, Job 61516 arrives.
At time 8855, Job 61525 arrives.
At time 8855, Job 61538 arrives.
At time 8855, Job 61556 arrives.
At time 8855, Job 61560 arrives.
At time 8856, Job 61444 arrives.
At time 8856, Job 61446 arrives.
At time 8856, Job 61448 arrives.
At time 8856, Job 61451 arrives.
At time 8856, Job 61457 arrives.
At time 8856, Job 61469 arrives.
At time 8856, Job 61481 arrives.
At time 8856, Job 61484 arrives.
At time 8856, Job 61500 arrives.
At time 8856, Job 61519 arrives.
At time 8856, Job 61526 arrives.
At time 8856, Job 61541 arrives.
At time 8856, Job 61549 arrives.
At time 8856, Job 61567 arrives.
At time 8856, Job 61571 arrives.
At time 8857, Job 61454 arrives.
At time 8857, Job 61468 arrives.
At time 8857, Job 61530 arrives.
At time 8857, Job 61546 arrives.
At time 8857, Job 61548 arrives.
At time 8857, Job 61551 arrives.
At time 8857, Job 61562 arrives.
At time 8857, Job 61591 arrives.
At time 8858, Job 61462 arrives.
At time 8858, Job 61479 arrives.
At time 8858, Job 61498 arrives.
At time 8858, Job 61499 arrives.
At time 8858, Job 61533 arrives.
At time 8858, Job 61535 arrives.
At time 8858, Job 61573 arrives.
At time 8858, Job 61576 arrives.
At time 8858, Job 557 arrives at Disk.
At time 8858, Job 61603 arrives.
At time 8858, Job 61608 arrives.
At time 8859, Job 61473 arrives.
At time 8859, Job 61477 arrives.
At time 8859, Job 61482 arrives.
At time 8859, Job 61494 arrives.
At time 8859, Job 61495 arrives.
At time 8859, Job 61511 arrives.
At time 8859, Job 61512 arrives.
At time 8859, Job 61515 arrives.
At time 8859, Job 61517 arrives.
At time 8859, Job 61559 arrives.
At time 8859, Job 61566 arrives.
At time 8859, Job 61579 arrives.
At time 8859, Job 61596 arrives.
At time 8859, Job 61599 arrives.
At time 8859, Job 61607 arrives.
At time 8859, Job 61610 arrives.
At time 8859, Job 61611 arrives.
At time 8859, Job 61616 arrives.
At time 8859, Job 61620 arrives.
At time 8859, Job 61629 arrives.
At time 8860, Job 61493 arrives.
At time 8860, Job 61501 arrives.
At time 8860, Job 61505 arrives.
At time 8860, Job 61513 arrives.
At time 8860, Job 61520 arrives.
At time 8860, Job 61524 arrives.
At time 8860, Job 61539 arrives.
At time 8860, Job 61565 arrives.
At time 8860, Job 61572 arrives.
At time 8860, Job 61574 arrives.
At time 8860, Job 61581 arrives.
At time 8860, Job 61604 arrives.
At time 8860, Job 61615 arrives.
At time 8860, Job 61617 arrives.
At time 8860, Job 61618 arrives.
At time 8860, Job 61619 arrives.
At time 8860, Job 61621 arrives.
At time 8861, Job 61507 arrives.
At time 8861, Job 61509 arrives.
At time 8861, Job 61527 arrives.
At time 8861, Job 61529 arrives.
At time 8861, Job 61545 arrives.
At time 8861, Job 61554 arrives.
At time 8861, Job 61564 arrives.
At time 8861, Job 61575 arrives.
At time 8861, Job 61577 arrives.
At time 8861, Job 61592 arrives.
At time 8861, Job 61600 arrives.
At time 8861, Job 61614 arrives.
At time 8861, Job 61640 arrives.
At time 8862, Job 61523 arrives.
At time 8862, Job 61531 arrives.
At time 8862, Job 61532 arrives.
At time 8862, Job 61536 arrives.
At time 8862, Job 61537 arrives.
At time 8862, Job 61547 arrives.
At time 8862, Job 61578 arrives.
At time 8862, Job 61585 arrives.
At time 8862, Job 61587 arrives.
At time 8862, Job 552 finishes at CPU.
At time 8862, Job 61606 arrives.
At time 8862, Job 61622 arrives.
At time 8862, Job 61623 arrives.
At time 8862, Job 61656 arrives.
At time 8862, Job 61660 arrives.
At time 8862, Job 61663 arrives.
At time 8863, Job 61534 arrives.
At time 8863, Job 61540 arrives.
At time 8863, Job 61542 arrives.
At time 8863, Job 61543 arrives.
At time 8863, Job 61544 arrives.
At time 8863, Job 61552 arrives.
At time 8863, Job 61553 arrives.
At time 8863, Job 61557 arrives.
At time 8863, Job 61561 arrives.
At time 8863, Job 61569 arrives.
At time 8863, Job 61584 arrives.
At time 8863, Job 61601 arrives.
At time 8863, Job 61628 arrives.
At time 8863, Job 61632 arrives.
At time 8863, Job 61639 arrives.
At time 8863, Job 61644 arrives.
At time 8863, Job 61645 arrives.
At time 8863, Job 61647 arrives.
At time 8863, Job 61648 arrives.
At time 8863, Job 61650 arrives.
At time 8863, Job 61654 arrives.
At time 8864, Job 61563 arrives.
At time 8864, Job 61570 arrives.
At time 8864, Job 61582 arrives.
At time 8864, Job 61583 arrives.
At time 8864, Job 61597 arrives.
At time 8864, Job 61605 arrives.
At time 8864, Job 61627 arrives.
At time 8864, Job 61630 arrives.
At time 8864, Job 61631 arrives.
At time 8864, Job 61635 arrives.
At time 8864, Job 61637 arrives.
At time 8864, Job 61651 arrives.
At time 8864, Job 61652 arrives.
At time 8864, Job 61667 arrives.
At time 8864, Job 61676 arrives.
At time 8864, Job 61694 arrives.
At time 8864, Job 61698 arrives.
At time 8865, Job 61558 arrives.
At time 8865, Job 61568 arrives.
At time 8865, Job 61580 arrives.
At time 8865, Job 61589 arrives.
At time 8865, Job 61590 arrives.
At time 8865, Job 61598 arrives.
At time 8865, Job 61612 arrives.
At time 8865, Job 61662 arrives.
At time 8866, Job 61588 arrives.
At time 8866, Job 61593 arrives.
At time 8866, Job 61626 arrives.
At time 8866, Job 61646 arrives.
At time 8866, Job 61655 arrives.
At time 8866, Job 61657 arrives.
At time 8866, Job 61677 arrives.
At time 8866, Job 61681 arrives.
At time 8866, Job 61685 arrives.
At time 8866, Job 61700 arrives.
At time 8866, Job 61701 arrives.
At time 8866, Job 61704 arrives.
At time 8866, Job 61705 arrives.
At time 8866, Job 61719 arrives.
At time 8866, Job 61724 arrives.
At time 8867, Job 61586 arrives.
At time 8867, Job 61594 arrives.
At time 8867, Job 61595 arrives.
At time 8867, Job 61602 arrives.
At time 8867, Job 61609 arrives.
At time 8867, Job 61624 arrives.
At time 8867, Job 61625 arrives.
At time 8867, Job 61633 arrives.
At time 8867, Job 61634 arrives.
At time 8867, Job 61703 arrives.
At time 8867, Job 61707 arrives.
At time 8867, Job 61717 arrives.
At time 8867, Job 61727 arrives.
At time 8867, Job 61730 arrives.
At time 8867, Job 61733 arrives.
At time 8868, Job 61613 arrives.
At time 8868, Job 61636 arrives.
At time 8868, Job 61669 arrives.
At time 8868, Job 61671 arrives.
At time 8868, Job 61678 arrives.
At time 8868, Job 61679 arrives.
At time 8868, Job 61680 arrives.
At time 8868, Job 61687 arrives.
At time 8868, Job 61689 arrives.
At time 8868, Job 61696 arrives.
At time 8868, Job 61723 arrives.
At time 8868, Job 61725 arrives.
At time 8868, Job 61731 arrives.
At time 8868, Job 61742 arrives.
At time 8869, Job 61641 arrives.
At time 8869, Job 61642 arrives.
At time 8869, Job 61658 arrives.
At time 8869, Job 61666 arrives.
At time 8869, Job 61674 arrives.
At time 8869, Job 61683 arrives.
At time 8869, Job 61686 arrives.
At time 8869, Job 61690 arrives.
At time 8869, Job 61737 arrives.
At time 8869, Job 61744 arrives.
At time 8870, Job 61638 arrives.
At time 8870, Job 61643 arrives.
At time 8870, Job 61649 arrives.
At time 8870, Job 61653 arrives.
At time 8870, Job 61661 arrives.
At time 8870, Job 61673 arrives.
At time 8870, Job 61682 arrives.
At time 8870, Job 61692 arrives.
At time 8870, Job 61699 arrives.
At time 8870, Job 61702 arrives.
At time 8870, Job 61706 arrives.
At time 8870, Job 61757 arrives.
At time 8870, Job 61762 arrives.
At time 8870, Job 61777 arrives.
At time 8871, Job 61659 arrives.
At time 8871, Job 61665 arrives.
At time 8871, Job 61670 arrives.
At time 8871, Job 61675 arrives.
At time 8871, Job 61684 arrives.
At time 8871, Job 61695 arrives.
At time 8871, Job 61709 arrives.
At time 8871, Job 61710 arrives.
At time 8871, Job 61711 arrives.
At time 8871, Job 61739 arrives.
At time 8871, Job 61749 arrives.
At time 8871, Job 61754 arrives.
At time 8871, Job 61761 arrives.
At time 8871, Job 61769 arrives.
At time 8871, Job 61771 arrives.
At time 8871, Job 61774 arrives.
At time 8871, Job 61784 arrives.
At time 8872, Job 61664 arrives.
At time 8872, Job 61668 arrives.
At time 8872, Job 61672 arrives.
At time 8872, Job 61691 arrives.
At time 8872, Job 61693 arrives.
At time 8872, Job 61713 arrives.
At time 8872, Job 61715 arrives.
At time 8872, Job 61721 arrives.
At time 8872, Job 61734 arrives.
At time 8872, Job 61764 arrives.
At time 8872, Job 61782 arrives.
At time 8872, Job 61789 arrives.
At time 8872, Job 61797 arrives.
At time 8872, Job 552 arrives at Disk.
At time 8873, Job 61688 arrives.
At time 8873, Job 61708 arrives.
At time 8873, Job 61728 arrives.
At time 8873, Job 61729 arrives.
At time 8873, Job 61735 arrives.
At time 8873, Job 362 finished I/O at Disk 2.
At time 8873, Job 61750 arrives.
At time 8873, Job 61755 arrives.
At time 8873, Job 61783 arrives.
At time 8873, Job 61800 arrives.
At time 8873, Job 61801 arrives.
At time 8873, Job 61807 arrives.
At time 8873, Job 61808 arrives.
At time 8873, Job 61822 arrives.
At time 8874, Job 61697 arrives.
At time 8874, Job 61712 arrives.
At time 8874, Job 61714 arrives.
At time 8874, Job 61722 arrives.
At time 8874, Job 61736 arrives.
At time 8874, Job 61741 arrives.
At time 8874, Job 61767 arrives.
At time 8874, Job 61786 arrives.
At time 8874, Job 61787 arrives.
At time 8874, Job 61792 arrives.
At time 8874, Job 61796 arrives.
At time 8874, Job 61802 arrives.
At time 8874, Job 61826 arrives.
At time 8874, Job 61832 arrives.
At time 8875, Job 61716 arrives.
At time 8875, Job 61718 arrives.
At time 8875, Job 61720 arrives.
At time 8875, Job 61726 arrives.
At time 8875, Job 61753 arrives.
At time 8875, Job 61768 arrives.
At time 8875, Job 61772 arrives.
At time 8875, Job 61775 arrives.
At time 8875, Job 61781 arrives.
At time 8875, Job 556 finishes at CPU.
At time 8875, Job 61809 arrives.
At time 8875, Job 61831 arrives.
At time 8875, Job 61835 arrives.
At time 8875, Job 61838 arrives.
At time 8875, Job 61846 arrives.
At time 8875, Job 61847 arrives.
At time 8875, Job 61852 arrives.
At time 8875, Job 61853 arrives.
At time 8876, Job 61732 arrives.
At time 8876, Job 61743 arrives.
At time 8876, Job 61747 arrives.
At time 8876, Job 61748 arrives.
At time 8876, Job 61756 arrives.
At time 8876, Job 61758 arrives.
At time 8876, Job 61760 arrives.
At time 8876, Job 61773 arrives.
At time 8876, Job 61780 arrives.
At time 8876, Job 61785 arrives.
At time 8876, Job 61816 arrives.
At time 8876, Job 61823 arrives.
At time 8876, Job 61830 arrives.
At time 8876, Job 61860 arrives.
At time 8876, Job 61863 arrives.
At time 8876, Job 61865 arrives.
At time 8877, Job 61763 arrives.
At time 8877, Job 61791 arrives.
At time 8877, Job 61825 arrives.
At time 8877, Job 61833 arrives.
At time 8877, Job 61834 arrives.
At time 8877, Job 61839 arrives.
At time 8877, Job 61850 arrives.
At time 8877, Job 61857 arrives.
At time 8877, Job 61864 arrives.
At time 8877, Job 61877 arrives.
At time 8878, Job 61738 arrives.
At time 8878, Job 61740 arrives.
At time 8878, Job 61752 arrives.
At time 8878, Job 61776 arrives.
At time 8878, Job 61793 arrives.
At time 8878, Job 61798 arrives.
At time 8878, Job 61820 arrives.
At time 8878, Job 61840 arrives.
At time 8878, Job 61859 arrives.
At time 8878, Job 61861 arrives.
At time 8878, Job 61873 arrives.
At time 8878, Job 61887 arrives.
At time 8879, Job 61745 arrives.
At time 8879, Job 61746 arrives.
At time 8879, Job 61751 arrives.
At time 8879, Job 61759 arrives.
At time 8879, Job 61770 arrives.
At time 8879, Job 61778 arrives.
At time 8879, Job 61795 arrives.
At time 8879, Job 61803 arrives.
At time 8879, Job 61806 arrives.
At time 8879, Job 61810 arrives.
At time 8879, Job 61812 arrives.
At time 8879, Job 61819 arrives.
